Chr01	3043799	3075777
Chr01	3043809	3075830
Chr01	3043821	3075850
Chr01	3043842	3076114
Chr01	3043871	3076177
Chr01	3043971	3076179
Chr01	3044000	3076200
Chr01	3044024	3077080
Chr01	3044059	3077292
Chr01	3044065	3077305
Chr01	3044069	3077315
Chr01	3044074	3077324
Chr01	5091273	5148274
Chr01	5091279	5148276
Chr01	5091280	5148309
Chr01	5091283	5148381
Chr01	5091294	5148393
Chr01	5091299	5175377
Chr01	5091335	5175380
Chr01	5091342	5175384
Chr01	5091343	5175385
Chr01	5091349	5175390
Chr01	5091359	5175396
Chr01	5091366	5175403
Chr01	5091368	5175408
Chr01	5091408	5175411
Chr01	5091417	5175440
Chr01	5091418	5175448
Chr01	5091431	5175492
Chr01	5091472	5175495
Chr01	5091475	5180718
Chr01	5091517	5180722
Chr01	5091533	5180726
Chr01	5091544	5180770
Chr01	5091571	5180791
Chr01	5091597	5180792
Chr01	5091606	5180800
Chr01	5091610	5180840
Chr01	5091637	5180841
Chr01	5091744	5180848
Chr01	5091827	5180869
Chr01	5092029	5180881
Chr01	5092095	5180905
Chr01	5092134	5180908
Chr01	5092153	5180924
Chr01	5092165	5180938
Chr01	5092179	5181004
Chr01	5092215	5181018
Chr01	5092225	5181073
Chr01	5092228	5181110
Chr01	5092437	5181113
Chr01	5092511	5181114
Chr01	5113794	5183836
Chr01	5180869	5248723
Chr01	5181114	5295411
Chr01	5181127	5295422
Chr01	5181156	5295445
Chr01	5181169	5329882
Chr01	5181174	5330056
Chr01	5181175	5332066
Chr01	5181182	5332142
Chr01	5181198	5332149
Chr01	5181201	5332211
Chr01	5183836	5332220
Chr01	5198977	5332705
Chr01	5198991	5332763
Chr01	5199003	5332812
Chr01	5199015	5332833
Chr01	5199067	5332839
Chr01	5199753	5332850
Chr01	5199764	5332896
Chr01	10762972	10772340
Chr01	10779474	10792497
Chr01	10779697	10792523
Chr01	10779802	10792541
Chr01	10779858	10792726
Chr01	10780828	10794145
Chr01	10780852	10794474
Chr01	10780865	10794634
Chr01	10780918	10794640
Chr01	10780939	10794676
Chr01	10780980	10794838
Chr01	10780982	10794920
Chr01	10781045	10795472
Chr01	10781124	10795506
Chr01	10781132	10795509
Chr01	10781141	10795523
Chr01	10781147	10795682
Chr01	10781154	10795912
Chr01	10781159	10795981
Chr01	10781170	10796002
Chr01	10781259	10796080
Chr01	10781312	10796120
Chr01	10781323	10796241
Chr01	10781421	10796330
Chr01	10781534	10796341
Chr01	10781540	10796367
Chr01	10781591	10796406
Chr01	10781612	10796429
Chr01	10781718	10796453
Chr01	23490010	23556860
Chr01	23490015	23557187
Chr01	23490027	23557206
Chr01	23490030	23557208
Chr01	23490032	23557214
Chr01	23490033	23557219
Chr01	23490057	23557220
Chr01	23490061	23557242
Chr01	23490067	23557243
Chr01	23490081	23557244
Chr01	23490087	23557276
Chr01	23490096	23557286
Chr01	23490183	23557363
Chr01	24104309	24135330
Chr01	24104313	24135331
Chr01	29405808	29409238
Chr01	39947486	39977707
Chr01	39947509	39977736
Chr01	40277135	40396666
Chr01	40277147	40396670
Chr01	40277179	40396730
Chr01	40277199	40396733
Chr01	40277864	40396756
Chr01	40277913	40396757
Chr01	40277915	40396772
Chr01	40277926	40396828
Chr01	40277939	40396830
Chr01	40278164	40396857
Chr01	40278282	40396902
Chr01	40278820	40397013
Chr01	40278850	40397098
Chr01	40278979	40400692
Chr01	40278981	40400705
Chr01	40279073	40400712
Chr01	40279100	40400849
Chr01	40279135	40400952
Chr01	40279158	40401009
Chr01	40279308	40401031
Chr01	40279309	40401104
Chr01	40279323	40401113
Chr01	40279400	40401158
Chr01	40279469	40401162
Chr01	40279623	40401190
Chr01	40279650	40401294
Chr01	40279693	40401640
Chr01	40279718	40401880
Chr01	40279727	40401885
Chr01	40279729	40402541
Chr01	40279745	40402617
Chr01	40279746	40402778
Chr01	40279771	40402803
Chr01	40317586	40402860
Chr01	50655304	50825358
Chr01	50655314	50825361
Chr01	50655699	50825381
Chr01	50655757	50825400
Chr01	50655799	50855122
Chr01	50655966	50855151
Chr01	50655997	50855174
Chr01	50656003	50855218
Chr01	50656456	50879965
Chr01	50656469	50879985
Chr01	50656480	50880004
Chr01	50656487	50880005
Chr01	50656488	50880199
Chr01	50656752	50885885
Chr01	50656753	50885898
Chr01	50656826	50885920
Chr01	50656840	50885993
Chr01	50656860	50886009
Chr01	50656876	50886014
Chr01	50656890	50886067
Chr01	50656892	50886069
Chr01	50656897	50886122
Chr01	50656930	50886126
Chr01	50656937	50886128
Chr01	50657527	50886129
Chr01	50657539	50886137
Chr01	50726630	50887549
Chr01	50726707	50887553
Chr01	50726709	50887555
Chr01	50726719	50888495
Chr01	50728159	50888504
Chr01	50728184	50888510
Chr01	50728185	50888539
Chr01	50728203	50888572
Chr01	50728229	50888576
Chr01	50728236	50888718
Chr01	57175606	57240318
Chr01	57175617	57240319
Chr01	57175624	57240321
Chr01	57175689	57240371
Chr01	57175727	57240441
Chr01	57175728	57240443
Chr01	57175761	57240627
Chr01	57175774	57240635
Chr01	57175778	57240645
Chr01	57175783	57240646
Chr01	57175789	57240664
Chr01	57175801	57240684
Chr01	57175840	57240687
Chr01	57175856	57240717
Chr01	57175861	57240721
Chr01	57175943	57240744
Chr01	57176003	57241487
Chr01	57176210	57244035
Chr01	57176852	57244043
Chr01	57176926	57244048
Chr01	57176954	57244061
Chr01	57176967	57244072
Chr01	57182354	57244076
Chr01	57182402	57244077
Chr01	57182428	57244085
Chr01	57182433	57244087
Chr01	57182439	57244104
Chr01	57182484	57244111
Chr01	57184144	57244115
Chr01	57184150	57244124
Chr01	57184154	57244128
Chr01	57184159	57244555
Chr01	57238735	57283174
Chr01	57240687	57289892
Chr01	57240717	57289906
Chr01	57240721	57289923
Chr01	57240744	57289924
Chr01	57244048	57289946
Chr01	57244061	57289962
Chr01	57244072	57289982
Chr01	57429682	57508186
Chr01	57429686	57508198
Chr01	57429691	57508204
Chr01	57429696	57508205
Chr01	57429705	57508214
Chr01	57429779	57508218
Chr01	57429819	57508263
Chr01	57429860	57508264
Chr01	57429903	57508267
Chr01	57429909	57508270
Chr01	57429921	57508282
Chr01	57429982	57508285
Chr01	57430067	57508322
Chr01	57430068	57508337
Chr01	57430074	57508342
Chr01	57430092	57508344
Chr01	57430105	57508345
Chr01	57430106	57508358
Chr01	57430108	57508373
Chr01	57430111	57508375
Chr01	57430119	57508382
Chr01	57430139	57508391
Chr01	57430152	57508576
Chr01	57430194	57508589
Chr01	57430209	57508605
Chr01	64401118	64462643
